Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Histórico não pagamentos,Tempo histórico de crédito,Status do empréstimo
23,371280.0,HIPOTECA,5.0,EDUCAÇÃO,23800.0,11.71,N,2,1
28,519792.0,HIPOTECA,12.0,PESSOAL,38080.0,11.12,N,6,1
24,199920.0,ALUGUEL,8.0,PAGAMENTO DE DIVIDAS,54740.0,7.88,N,2,1
23,171360.0,ALUGUEL,3.0,EDUCAÇÃO,33320.0,9.99,N,3,1
24,257040.0,ALUGUEL,8.0,REFORMA,9996.0,17.14,N,4,0
21,161840.0,ALUGUEL,5.0,REFORMA,11424.0,10.83,N,4,0
28,756840.0,ALUGUEL,5.0,PESSOAL,28560.0,15.95,N,10,0
29,91392.0,PRÓPRIO,7.0,INVESTIMENTO,28560.0,,N,5,0
23,354144.0,HIPOTECA,0.0,PESSOAL,23800.0,,N,3,1
25,247500.95,ALUGUEL,9.0,INVESTIMENTO,95200.0,10.99,N,3,0
28,213724.0,ALUGUEL,12.0,MÉDICO,83300.0,14.35,S,10,0
21,279888.0,HIPOTECA,5.0,EDUCAÇÃO,119000.0,14.09,N,2,1
30,114240.0,PRÓPRIO,0.0,INVESTIMENTO,11900.0,7.29,N,6,1
24,109499.04,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,7140.0,7.68,N,2,1
25,833000.0,ALUGUEL,2.0,PESSOAL,119000.0,8.9,N,2,1
22,352259.03,PRÓPRIO,0.0,MÉDICO,14280.0,6.54,N,4,1
25,285600.0,ALUGUEL,6.0,INVESTIMENTO,11424.0,11.49,N,3,1
21,177224.31,ALUGUEL,3.0,MÉDICO,83300.0,12.53,N,2,0
22,142800.0,ALUGUEL,1.0,EDUCAÇÃO,57120.0,10.99,N,3,0
22,376040.0,HIPOTECA,6.0,EDUCAÇÃO,47600.0,10.99,N,2,1
23,257040.0,ALUGUEL,5.0,INVESTIMENTO,63189.0,17.58,S,2,1
24,342720.0,HIPOTECA,1.0,EDUCAÇÃO,76160.0,10.25,N,3,1
30,462633.9,HIPOTECA,3.0,PESSOAL,30940.0,7.29,N,10,1
31,357000.0,HIPOTECA,0.0,EDUCAÇÃO,95200.0,14.74,N,10,1
24,309400.0,HIPOTECA,2.0,INVESTIMENTO,57120.0,12.69,N,4,1
46,880600.0,HIPOTECA,22.0,INVESTIMENTO,95200.0,11.36,N,15,1
22,274176.0,HIPOTECA,6.0,INVESTIMENTO,28560.0,10.74,N,3,1
25,359856.0,HIPOTECA,7.0,MÉDICO,71400.0,12.68,S,3,1
21,173740.0,ALUGUEL,2.0,INVESTIMENTO,26180.0,7.51,N,2,1
27,238000.0,ALUGUEL,5.0,INVESTIMENTO,38080.0,7.14,N,6,1
23,285600.0,HIPOTECA,6.0,EDUCAÇÃO,38080.0,13.49,S,2,1
23,205632.0,HIPOTECA,5.0,INVESTIMENTO,47600.0,12.69,N,3,1
25,161840.0,ALUGUEL,0.0,INVESTIMENTO,31654.0,8.9,N,3,1
30,288456.0,HIPOTECA,1.0,EDUCAÇÃO,14280.0,7.12,N,6,1
23,171836.0,ALUGUEL,2.0,EDUCAÇÃO,23800.0,7.49,N,4,1
24,190380.95,ALUGUEL,8.0,PAGAMENTO DE DIVIDAS,57120.0,12.69,N,3,1
25,633080.0,HIPOTECA,8.0,PAGAMENTO DE DIVIDAS,14280.0,17.9,S,2,0
26,523600.0,HIPOTECA,2.0,REFORMA,57120.0,10.74,N,4,1
35,171360.0,PRÓPRIO,3.0,INVESTIMENTO,38080.0,12.53,N,10,1
21,51408.0,ALUGUEL,4.0,PESSOAL,11900.0,8.88,N,2,0
23,333200.0,HIPOTECA,7.0,PESSOAL,28560.0,7.51,N,2,1
32,228004.0,ALUGUEL,2.0,MÉDICO,52360.0,7.51,N,10,1
40,133280.0,PRÓPRIO,18.0,INVESTIMENTO,7616.0,9.99,N,17,1
41,333200.0,HIPOTECA,12.0,PAGAMENTO DE DIVIDAS,99008.0,12.21,N,11,1
22,198016.0,HIPOTECA,2.0,EDUCAÇÃO,14280.0,15.05,N,3,1
29,190400.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,28560.0,11.14,N,6,1
35,437920.0,HIPOTECA,19.0,MÉDICO,68544.0,6.99,N,10,1
35,517492.9,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,76160.0,6.99,N,5,1
22,128520.0,PRÓPRIO,3.0,INVESTIMENTO,51408.0,10.74,N,3,1
24,428400.0,ALUGUEL,0.0,PESSOAL,61880.0,8.94,N,4,1
28,594048.0,HIPOTECA,1.0,INVESTIMENTO,71400.0,12.53,S,5,1
22,238000.0,ALUGUEL,2.0,PESSOAL,38080.0,12.18,N,4,1
26,595000.0,HIPOTECA,4.0,MÉDICO,45696.0,5.79,N,2,1
34,609280.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,14280.0,,N,10,0
27,238000.0,PRÓPRIO,,PESSOAL,24395.0,9.99,N,10,1
30,428400.0,HIPOTECA,5.0,PESSOAL,47600.0,5.79,N,7,1
30,247520.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,57120.0,7.91,N,9,1
32,352240.0,HIPOTECA,1.0,REFORMA,5712.0,7.49,N,9,1
23,404600.0,HIPOTECA,,EDUCAÇÃO,114240.0,10.74,N,2,1
28,297500.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,57120.0,,N,7,1
25,380800.0,HIPOTECA,2.0,INVESTIMENTO,47600.0,7.49,N,4,1
39,161840.0,ALUGUEL,1.0,REFORMA,66640.0,17.58,N,16,0
24,276080.0,HIPOTECA,3.0,EDUCAÇÃO,52360.0,16.77,N,4,1
32,304640.0,HIPOTECA,2.0,EDUCAÇÃO,38080.0,6.76,N,7,1
28,647340.94,HIPOTECA,12.0,REFORMA,59500.0,8.59,N,6,1
29,268940.0,HIPOTECA,13.0,MÉDICO,70210.0,,N,8,1
24,242760.0,ALUGUEL,,PAGAMENTO DE DIVIDAS,47600.0,17.19,N,2,0
25,153272.0,ALUGUEL,1.0,INVESTIMENTO,47600.0,16.77,S,4,0
32,114240.0,PRÓPRIO,1.0,MÉDICO,9520.0,7.29,N,6,1
29,75631.64,ALUGUEL,,REFORMA,11900.0,6.62,N,9,0
22,309400.0,ALUGUEL,4.0,EDUCAÇÃO,33320.0,14.27,S,4,1
29,261800.0,HIPOTECA,9.0,REFORMA,23800.0,,N,8,1
26,537880.0,HIPOTECA,10.0,PESSOAL,57120.0,7.29,N,2,0
22,290360.0,HIPOTECA,6.0,EDUCAÇÃO,9996.0,6.62,N,3,1
23,190400.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,11900.0,,N,2,1
23,357000.0,ALUGUEL,0.0,PESSOAL,47600.0,11.49,N,2,1
24,194208.0,HIPOTECA,1.0,EDUCAÇÃO,28560.0,12.92,N,3,1
26,57120.0,PRÓPRIO,2.0,EDUCAÇÃO,29036.0,7.51,N,3,0
22,152320.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,22848.0,11.11,N,4,1
30,319881.53,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,47600.0,,N,7,1
27,380800.0,HIPOTECA,5.0,INVESTIMENTO,166600.0,,N,8,1
25,171360.0,ALUGUEL,3.0,EDUCAÇÃO,46648.0,10.36,N,4,1
26,408203.3,ALUGUEL,0.0,MÉDICO,37128.0,11.83,N,3,1
47,223720.0,HIPOTECA,9.0,MÉDICO,35700.0,6.62,N,13,1
26,333200.0,HIPOTECA,1.0,MÉDICO,33320.0,14.26,S,4,1
25,204680.0,PRÓPRIO,5.0,INVESTIMENTO,38080.0,7.14,N,4,1
28,147560.0,ALUGUEL,3.0,PESSOAL,28560.0,15.33,N,9,1
37,307876.8,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,14280.0,12.53,N,14,1
26,618800.0,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,95200.0,13.11,S,4,1
25,190400.0,ALUGUEL,6.0,INVESTIMENTO,47600.0,13.48,N,3,1
23,571200.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,17850.0,5.42,N,3,1
32,523600.0,HIPOTECA,16.0,REFORMA,31892.0,6.92,N,7,1
35,404600.0,HIPOTECA,2.0,MÉDICO,66640.0,10.65,N,5,1
21,252280.0,HIPOTECA,5.0,INVESTIMENTO,85680.0,13.8,S,3,1
23,404600.0,HIPOTECA,3.0,EDUCAÇÃO,19040.0,6.76,N,4,1
24,376040.0,HIPOTECA,4.0,PESSOAL,38080.0,5.99,N,3,1
28,856800.0,ALUGUEL,4.0,INVESTIMENTO,42840.0,13.8,N,10,1
22,183260.0,ALUGUEL,0.0,PESSOAL,26180.0,7.74,N,2,1
25,218960.0,HIPOTECA,5.0,MÉDICO,28560.0,10.99,N,3,0
30,345176.16,ALUGUEL,11.0,PESSOAL,23800.0,13.85,S,6,1
23,257040.0,HIPOTECA,7.0,EDUCAÇÃO,22848.0,12.42,N,2,1
35,499800.0,HIPOTECA,11.0,EDUCAÇÃO,47600.0,,N,10,1
33,104700.96,ALUGUEL,0.0,EDUCAÇÃO,44030.0,12.87,N,9,0
22,238000.0,HIPOTECA,2.0,MÉDICO,104720.0,9.91,N,4,1
23,214200.0,ALUGUEL,8.0,EDUCAÇÃO,93296.0,9.91,N,2,0
23,95200.0,HIPOTECA,7.0,EDUCAÇÃO,17255.0,,S,3,1
32,166619.05,ALUGUEL,3.0,MÉDICO,38794.0,16.49,S,5,1
25,373660.0,ALUGUEL,2.0,MÉDICO,57120.0,10.99,N,2,1
36,159936.0,PRÓPRIO,,PESSOAL,14280.0,8.49,N,14,1
22,133280.0,ALUGUEL,0.0,REFORMA,4760.0,16.29,S,3,0
43,152320.0,ALUGUEL,0.0,INVESTIMENTO,30464.0,7.49,N,16,1
30,180880.0,ALUGUEL,3.0,PESSOAL,42245.0,16.89,N,5,1
30,595000.0,ALUGUEL,2.0,EDUCAÇÃO,14280.0,14.65,S,10,1
22,153995.52,HIPOTECA,6.0,REFORMA,4760.0,15.27,S,2,0
23,142800.0,HIPOTECA,6.0,REFORMA,32011.0,6.99,N,3,0
26,452219.03,HIPOTECA,10.0,REFORMA,115430.0,8.88,N,3,1
28,258944.0,HIPOTECA,6.0,MÉDICO,23800.0,16.07,N,8,0
40,276080.0,HIPOTECA,9.0,EDUCAÇÃO,38080.0,18.79,S,12,1
21,357000.0,HIPOTECA,5.0,EDUCAÇÃO,25704.0,7.29,N,3,1
50,245140.0,PRÓPRIO,7.0,INVESTIMENTO,51765.0,7.49,N,14,1
29,107100.0,ALUGUEL,1.0,EDUCAÇÃO,28560.0,11.83,N,9,1
23,359741.75,ALUGUEL,7.0,EDUCAÇÃO,85680.0,9.88,N,3,1
27,366829.4,HIPOTECA,11.0,PESSOAL,112812.0,6.17,N,10,1
21,118980.96,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,14280.0,11.49,N,3,1
27,357000.0,HIPOTECA,5.0,REFORMA,40460.0,17.19,N,5,1
22,128748.48,ALUGUEL,0.0,EDUCAÇÃO,47600.0,12.61,S,4,0
22,247520.0,ALUGUEL,3.0,EDUCAÇÃO,24752.0,,S,4,1
28,456960.0,HIPOTECA,8.0,INVESTIMENTO,47600.0,7.66,N,7,1
33,252280.0,ALUGUEL,13.0,EDUCAÇÃO,47600.0,15.96,N,9,1
28,190380.95,ALUGUEL,10.0,EDUCAÇÃO,26299.0,14.54,N,10,1
42,404600.0,ALUGUEL,3.0,INVESTIMENTO,27370.0,12.99,S,15,1
36,161840.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,38080.0,,N,16,1
27,156889.6,ALUGUEL,3.0,PESSOAL,71400.0,6.91,N,5,0
29,499800.0,HIPOTECA,13.0,PESSOAL,23800.0,12.53,N,9,1
29,242760.0,HIPOTECA,12.0,PESSOAL,8568.0,11.49,N,8,1
27,274747.2,ALUGUEL,12.0,PAGAMENTO DE DIVIDAS,71400.0,,N,6,1
29,238000.0,PRÓPRIO,8.0,INVESTIMENTO,46291.0,12.12,N,7,1
30,1618400.0,HIPOTECA,2.0,REFORMA,119000.0,18.3,N,8,1
38,317444.4,ALUGUEL,12.0,EDUCAÇÃO,95200.0,14.59,N,14,1
31,223125.0,ALUGUEL,1.0,EDUCAÇÃO,38080.0,,N,8,1
27,171360.0,ALUGUEL,3.0,PESSOAL,47600.0,17.19,S,7,1
51,2380000.0,HIPOTECA,1.0,PESSOAL,95200.0,10.37,N,19,1
24,298928.0,ALUGUEL,5.0,PESSOAL,66640.0,12.69,N,2,1
42,171360.0,ALUGUEL,0.0,MÉDICO,52360.0,11.97,S,16,0
40,571200.0,PRÓPRIO,15.0,MÉDICO,95200.0,,N,11,1
22,133280.0,ALUGUEL,0.0,EDUCAÇÃO,33201.0,12.29,N,4,1
23,299880.0,ALUGUEL,2.0,MÉDICO,99960.0,11.36,N,2,0
31,609280.0,HIPOTECA,15.0,PAGAMENTO DE DIVIDAS,166600.0,15.99,N,6,0
22,142800.0,ALUGUEL,1.0,PESSOAL,26180.0,12.53,N,4,1
24,119000.0,ALUGUEL,5.0,INVESTIMENTO,23800.0,,N,4,1
34,452200.0,ALUGUEL,7.0,MÉDICO,47600.0,9.99,N,6,1
22,190380.95,ALUGUEL,0.0,PESSOAL,35700.0,11.86,N,3,1
27,166600.0,ALUGUEL,11.0,INVESTIMENTO,47600.0,8.49,N,6,1
25,342720.0,HIPOTECA,7.0,EDUCAÇÃO,119000.0,11.89,N,2,1
21,88021.92,ALUGUEL,0.0,EDUCAÇÃO,23800.0,12.92,S,3,0
27,238000.0,ALUGUEL,0.0,INVESTIMENTO,9520.0,10.99,N,5,1
25,223720.0,ALUGUEL,1.0,EDUCAÇÃO,40460.0,8.9,N,4,1
35,404600.0,HIPOTECA,0.0,EDUCAÇÃO,95200.0,12.21,N,10,1
28,295120.0,ALUGUEL,0.0,EDUCAÇÃO,71400.0,7.9,N,8,1
26,295120.0,HIPOTECA,2.0,PESSOAL,57120.0,,N,4,1
25,399840.0,ALUGUEL,4.0,EDUCAÇÃO,30940.0,11.89,N,4,1
26,161820.95,ALUGUEL,2.0,PESSOAL,51408.0,11.12,N,3,0
22,404600.0,HIPOTECA,4.0,INVESTIMENTO,57120.0,6.91,N,3,1
22,271320.0,ALUGUEL,6.0,INVESTIMENTO,19040.0,,N,2,1
34,142800.0,ALUGUEL,0.0,MÉDICO,19040.0,9.63,N,6,1
37,214200.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,33320.0,7.49,N,15,1
25,478403.8,PRÓPRIO,9.0,REFORMA,166600.0,11.99,N,3,1
28,599760.0,HIPOTECA,12.0,INVESTIMENTO,9520.0,9.99,N,10,1
22,179642.4,ALUGUEL,6.0,MÉDICO,33320.0,,N,3,1
27,571200.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,71400.0,13.49,S,6,1
23,157080.0,ALUGUEL,1.0,EDUCAÇÃO,9520.0,6.03,N,4,1
29,714000.0,HIPOTECA,4.0,MÉDICO,34272.0,7.29,N,7,1
23,485520.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,119000.0,11.71,N,4,1
35,1037680.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,33320.0,14.11,S,9,0
32,142800.0,HIPOTECA,2.0,EDUCAÇÃO,28560.0,15.31,S,8,1
22,290360.0,ALUGUEL,3.0,MÉDICO,23800.0,9.99,N,2,1
28,143485.44,ALUGUEL,,EDUCAÇÃO,71400.0,15.95,S,7,0
40,342720.0,HIPOTECA,18.0,PAGAMENTO DE DIVIDAS,69020.0,7.88,N,12,1
24,176120.0,ALUGUEL,8.0,EDUCAÇÃO,49980.0,,N,4,1
28,476000.0,HIPOTECA,4.0,INVESTIMENTO,119000.0,,N,6,0
32,147369.6,ALUGUEL,5.0,INVESTIMENTO,23800.0,11.49,N,10,1
23,315112.0,ALUGUEL,5.0,PESSOAL,40460.0,,N,2,1
22,133260.95,HIPOTECA,4.0,MÉDICO,26180.0,10.38,N,2,1
23,214200.0,ALUGUEL,2.0,PESSOAL,53312.0,10.59,N,4,1
22,595019.06,HIPOTECA,6.0,EDUCAÇÃO,142800.0,7.9,N,2,1
24,171360.0,ALUGUEL,6.0,PESSOAL,38080.0,15.28,N,3,0
22,427448.0,HIPOTECA,6.0,INVESTIMENTO,95200.0,12.53,N,3,1
26,280840.0,ALUGUEL,3.0,INVESTIMENTO,69020.0,11.97,N,2,0
26,114240.0,ALUGUEL,0.0,EDUCAÇÃO,22848.0,,N,3,1
23,74256.0,ALUGUEL,1.0,INVESTIMENTO,21420.0,5.99,N,4,0
26,228480.0,ALUGUEL,10.0,PAGAMENTO DE DIVIDAS,21420.0,11.11,N,4,1
25,856800.0,PRÓPRIO,9.0,MÉDICO,95200.0,14.26,S,4,1
27,361055.53,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,19040.0,9.32,N,9,1
23,537880.0,HIPOTECA,7.0,EDUCAÇÃO,38080.0,5.79,N,2,1
30,952000.0,HIPOTECA,5.0,PESSOAL,95200.0,11.48,N,7,1
32,571200.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,38080.0,8.9,N,6,1
25,71400.0,ALUGUEL,0.0,MÉDICO,9520.0,7.88,N,4,1
25,201633.6,ALUGUEL,1.0,EDUCAÇÃO,119000.0,16.35,S,3,0
23,190380.95,HIPOTECA,5.0,EDUCAÇÃO,47600.0,7.51,N,3,1
25,238000.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,47600.0,10.95,N,3,1
21,138040.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,53907.0,9.91,N,3,0
35,428400.0,ALUGUEL,15.0,PESSOAL,33320.0,11.71,N,9,1
29,404600.0,ALUGUEL,12.0,PESSOAL,38080.0,10.62,N,8,1
22,171360.0,ALUGUEL,0.0,INVESTIMENTO,47600.0,15.27,N,2,0
28,320757.38,HIPOTECA,11.0,REFORMA,7140.0,6.91,N,6,1
28,285600.0,HIPOTECA,12.0,REFORMA,95200.0,7.9,N,7,1
21,285600.0,ALUGUEL,0.0,PESSOAL,57120.0,7.51,N,3,1
30,404600.0,ALUGUEL,5.0,MÉDICO,19992.0,5.99,N,6,1
31,223720.0,ALUGUEL,5.0,EDUCAÇÃO,47600.0,11.99,N,8,1
23,199920.0,HIPOTECA,3.0,EDUCAÇÃO,25704.0,11.78,N,4,1
23,347480.0,HIPOTECA,7.0,EDUCAÇÃO,35700.0,13.22,S,2,1
25,314160.0,HIPOTECA,0.0,REFORMA,88060.0,12.21,N,2,1
22,285600.0,PRÓPRIO,6.0,MÉDICO,4760.0,10.99,N,2,1
33,404600.0,ALUGUEL,0.0,PESSOAL,47600.0,,N,5,1
23,280840.0,HIPOTECA,5.0,EDUCAÇÃO,61880.0,5.42,N,4,1
22,356366.9,HIPOTECA,4.0,MÉDICO,80920.0,16.02,S,4,0
22,250356.95,ALUGUEL,1.0,PESSOAL,71400.0,10.74,N,2,1
25,277488.97,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,23800.0,6.17,N,4,1
27,212438.8,PRÓPRIO,10.0,INVESTIMENTO,51527.0,10.99,N,6,1
27,217660.52,HIPOTECA,5.0,INVESTIMENTO,4760.0,16.29,N,5,1
24,234648.95,ALUGUEL,8.0,EDUCAÇÃO,23800.0,7.88,N,4,1
25,656880.0,ALUGUEL,1.0,EDUCAÇÃO,21420.0,13.43,N,3,1
31,233240.0,ALUGUEL,6.0,PESSOAL,26656.0,6.03,N,6,1
33,376278.0,HIPOTECA,17.0,MÉDICO,60690.0,15.95,N,10,0
26,261800.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,15232.0,8.49,N,2,1
31,257040.0,ALUGUEL,3.0,REFORMA,42840.0,12.49,N,7,0
25,228480.0,HIPOTECA,9.0,EDUCAÇÃO,33320.0,12.09,S,2,1
27,190400.0,ALUGUEL,2.0,EDUCAÇÃO,28560.0,11.28,N,7,1
25,185640.0,HIPOTECA,5.0,PESSOAL,40460.0,14.65,N,4,0
24,309400.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,57120.0,8.9,N,2,1
24,222768.0,HIPOTECA,8.0,INVESTIMENTO,28560.0,14.22,S,4,1
22,228480.0,ALUGUEL,5.0,MÉDICO,71400.0,11.89,N,4,0
28,380800.0,ALUGUEL,12.0,MÉDICO,80920.0,5.79,N,6,1
27,199920.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,66640.0,9.88,N,5,0
38,104720.0,ALUGUEL,2.0,INVESTIMENTO,19040.0,12.68,S,12,1
28,252280.0,PRÓPRIO,3.0,EDUCAÇÃO,35581.0,7.9,N,8,1
35,409360.0,PRÓPRIO,5.0,PESSOAL,85680.0,,N,9,1
26,74256.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,23800.0,5.99,N,3,0
22,714000.0,HIPOTECA,6.0,PESSOAL,85680.0,15.2,N,4,1
24,85680.0,ALUGUEL,2.0,EDUCAÇÃO,19040.0,12.87,S,4,0
27,79968.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,30940.0,11.99,N,8,0
25,125664.0,HIPOTECA,5.0,MÉDICO,28441.0,12.99,S,4,1
32,523600.0,HIPOTECA,2.0,INVESTIMENTO,26656.0,10.74,N,7,1
36,231745.36,ALUGUEL,21.0,INVESTIMENTO,57120.0,13.99,N,11,1
22,261800.0,ALUGUEL,3.0,INVESTIMENTO,33320.0,6.91,N,4,1
24,503627.03,HIPOTECA,8.0,PESSOAL,71400.0,7.49,N,3,1
26,393176.0,ALUGUEL,10.0,INVESTIMENTO,104720.0,12.69,N,2,1
31,152320.0,ALUGUEL,0.0,REFORMA,21420.0,11.14,N,9,0
26,161840.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,57120.0,6.03,N,4,1
37,542640.0,ALUGUEL,10.0,INVESTIMENTO,119000.0,,N,13,1
25,142800.0,HIPOTECA,2.0,PESSOAL,54740.0,8.59,N,4,1
28,666400.0,HIPOTECA,4.0,REFORMA,85680.0,14.65,S,7,1
25,309400.0,HIPOTECA,9.0,PESSOAL,23800.0,7.29,N,4,1
26,476000.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,35700.0,8.32,N,3,1
28,333200.0,HIPOTECA,13.0,MÉDICO,23800.0,6.99,N,9,1
24,238000.0,ALUGUEL,0.0,PAGAMENTO DE DIVIDAS,13328.0,5.79,N,2,1
26,418880.0,ALUGUEL,10.0,INVESTIMENTO,47600.0,12.69,N,2,1
31,1428000.0,HIPOTECA,1.0,INVESTIMENTO,119000.0,14.83,N,9,1
49,199920.0,HIPOTECA,12.0,MÉDICO,14280.0,8.9,N,15,1
43,238000.0,ALUGUEL,,REFORMA,38080.0,7.49,N,16,1
30,447935.03,PRÓPRIO,15.0,INVESTIMENTO,68544.0,14.27,S,7,1
22,276080.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,47600.0,6.54,N,2,1
23,271320.0,HIPOTECA,5.0,INVESTIMENTO,85680.0,11.11,N,2,1
25,247520.0,ALUGUEL,4.0,EDUCAÇÃO,71400.0,12.18,N,4,1
34,353458.56,HIPOTECA,1.0,REFORMA,52360.0,9.25,N,9,1
26,228480.0,HIPOTECA,10.0,INVESTIMENTO,65688.0,13.49,S,2,1
23,238000.0,ALUGUEL,3.0,EDUCAÇÃO,33320.0,7.51,N,4,1
44,214200.0,ALUGUEL,0.0,INVESTIMENTO,75089.0,10.99,N,12,0
26,101445.12,ALUGUEL,0.0,PESSOAL,42245.0,10.59,N,2,0
25,239904.0,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,57120.0,16.89,N,4,0
38,209440.0,ALUGUEL,0.0,PESSOAL,23800.0,15.65,N,14,0
26,238000.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,38080.0,6.62,N,4,1
28,475980.97,ALUGUEL,7.0,MÉDICO,23800.0,11.49,N,10,1
29,152320.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,51408.0,13.57,N,6,0
24,309400.0,HIPOTECA,2.0,PESSOAL,38080.0,12.69,N,2,1
25,123379.2,ALUGUEL,0.0,PESSOAL,10948.0,11.11,N,4,1
23,195160.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,26180.0,10.71,N,4,1
23,423640.0,ALUGUEL,7.0,EDUCAÇÃO,33320.0,,S,3,1
29,285600.0,HIPOTECA,0.0,EDUCAÇÃO,11424.0,10.75,N,9,1
23,228480.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,38080.0,15.58,N,2,0
24,238000.0,ALUGUEL,4.0,INVESTIMENTO,85680.0,7.9,N,4,0
23,199920.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,52360.0,7.88,N,2,1
23,211800.95,HIPOTECA,2.0,INVESTIMENTO,16660.0,,N,4,1
22,476000.0,ALUGUEL,3.0,INVESTIMENTO,47600.0,10.65,N,2,1
24,137088.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,40460.0,,N,2,1
30,148512.0,ALUGUEL,0.0,EDUCAÇÃO,14756.0,13.35,N,10,1
23,247520.0,ALUGUEL,5.0,EDUCAÇÃO,38080.0,13.22,S,4,1
24,618800.0,PRÓPRIO,8.0,INVESTIMENTO,108528.0,,N,2,1
25,363188.0,HIPOTECA,9.0,REFORMA,14280.0,11.86,N,2,1
50,571200.0,ALUGUEL,0.0,MÉDICO,57120.0,9.62,N,12,1
24,199920.0,HIPOTECA,6.0,INVESTIMENTO,44030.0,11.12,N,4,1
31,141086.4,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,29750.0,14.96,N,7,0
24,918680.0,HIPOTECA,8.0,EDUCAÇÃO,47600.0,13.06,N,4,1
33,271320.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,61880.0,7.88,N,5,1
26,171360.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,33320.0,14.96,S,4,0
24,271320.0,HIPOTECA,8.0,REFORMA,93891.0,9.99,N,2,1
23,357000.0,HIPOTECA,7.0,PESSOAL,38080.0,7.49,N,4,0
23,257040.0,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,57120.0,12.98,S,3,0
27,280840.0,HIPOTECA,3.0,MÉDICO,28560.0,11.83,N,5,1
26,1013880.0,HIPOTECA,6.0,EDUCAÇÃO,166600.0,10.65,N,2,0
29,114240.0,ALUGUEL,6.0,PESSOAL,23800.0,10.74,N,10,1
24,159936.0,HIPOTECA,3.0,PESSOAL,11900.0,8.9,N,3,1
26,299880.0,ALUGUEL,3.0,REFORMA,28560.0,13.23,N,2,1
30,114240.0,PRÓPRIO,,MÉDICO,35700.0,7.88,N,9,1
23,104700.96,ALUGUEL,6.0,INVESTIMENTO,28560.0,13.47,S,3,1
23,412549.2,HIPOTECA,4.0,PESSOAL,95200.0,12.53,N,2,1
23,371280.0,HIPOTECA,0.0,MÉDICO,47600.0,6.62,N,2,1
23,123760.0,ALUGUEL,1.0,PESSOAL,7616.0,16.29,S,3,0
22,180899.05,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,17136.0,17.27,N,4,0
25,136493.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,28560.0,8.9,N,3,1
25,91392.0,ALUGUEL,3.0,INVESTIMENTO,23800.0,10.99,N,3,0
23,214200.0,ALUGUEL,2.0,INVESTIMENTO,31297.0,8.0,N,3,1
24,97104.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,26180.0,10.99,N,4,1
22,158508.0,ALUGUEL,0.0,MÉDICO,63070.0,,N,3,0
23,571200.0,HIPOTECA,5.0,MÉDICO,28560.0,9.99,N,3,1
24,880561.94,ALUGUEL,7.0,REFORMA,104720.0,14.46,S,4,1
