Idade,Renda anual,Tipo residência,Tempo no emprego,Intenção de empréstimo,Valor do empréstimo,Taxa de juros,Status do empréstimo,Histórico não pagamentos,Tempo histórico de crédito
22,326040.96,ALUGUEL,4.0,PESSOAL,57120.0,15.31,1,S,3
25,297500.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,16.77,0,N,2
21,328440.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,57120.0,7.88,1,N,4
24,404600.0,HIPOTECA,8.0,INVESTIMENTO,71400.0,7.9,1,N,2
22,404600.0,HIPOTECA,0.0,EDUCAÇÃO,95200.0,13.49,1,S,2
24,330820.0,ALUGUEL,8.0,PESSOAL,57120.0,10.65,1,N,2
26,404600.0,HIPOTECA,10.0,MÉDICO,114240.0,8.9,1,N,3
24,404600.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,33320.0,12.69,1,N,3
24,404600.0,PRÓPRIO,8.0,INVESTIMENTO,47600.0,6.62,1,N,4
22,331296.0,ALUGUEL,6.0,PESSOAL,57120.0,7.29,1,N,4
23,404600.0,PRÓPRIO,7.0,PESSOAL,66640.0,16.29,1,S,4
21,178500.0,PRÓPRIO,5.0,INVESTIMENTO,28560.0,11.49,1,N,3
24,333200.0,ALUGUEL,8.0,PESSOAL,57120.0,10.65,1,N,3
25,333200.0,ALUGUEL,9.0,INVESTIMENTO,57120.0,8.9,1,N,2
23,333200.0,ALUGUEL,3.0,INVESTIMENTO,57120.0,7.9,1,N,2
22,404600.0,HIPOTECA,,INVESTIMENTO,71400.0,6.03,1,N,2
23,404600.0,HIPOTECA,0.0,EDUCAÇÃO,52360.0,14.27,1,N,4
25,333200.0,ALUGUEL,0.0,EDUCAÇÃO,57120.0,11.99,1,N,2
24,404600.0,HIPOTECA,4.0,MÉDICO,47600.0,,1,N,4
26,333200.0,ALUGUEL,0.0,EDUCAÇÃO,57120.0,5.99,1,N,4
23,404600.0,HIPOTECA,4.0,EDUCAÇÃO,14280.0,6.03,1,N,3
26,333200.0,ALUGUEL,6.0,REFORMA,57120.0,6.99,1,N,3
21,333200.0,ALUGUEL,3.0,PESSOAL,57120.0,6.99,1,N,3
22,333200.0,ALUGUEL,3.0,EDUCAÇÃO,57120.0,7.29,1,N,4
25,333200.0,ALUGUEL,4.0,MÉDICO,57120.0,10.37,1,N,3
26,404600.0,HIPOTECA,1.0,PESSOAL,34272.0,8.9,1,N,4
22,347480.0,HIPOTECA,6.0,REFORMA,28560.0,13.49,0,S,2
24,404600.0,HIPOTECA,8.0,MÉDICO,121856.0,12.69,1,N,4
23,404600.0,HIPOTECA,7.0,EDUCAÇÃO,66640.0,6.03,1,N,4
25,333200.0,ALUGUEL,6.0,INVESTIMENTO,57120.0,12.18,1,N,3
22,304640.0,ALUGUEL,7.0,EDUCAÇÃO,57120.0,12.87,0,S,2
23,333200.0,ALUGUEL,4.0,MÉDICO,57120.0,,1,N,2
26,404600.0,HIPOTECA,0.0,PESSOAL,57120.0,14.27,1,N,4
25,404600.0,HIPOTECA,7.0,PESSOAL,26180.0,13.49,1,N,3
24,404600.0,HIPOTECA,8.0,PESSOAL,166600.0,,1,N,2
22,404600.0,HIPOTECA,6.0,PESSOAL,59500.0,,1,N,2
26,404600.0,HIPOTECA,10.0,PESSOAL,57120.0,6.62,1,N,3
24,333200.0,ALUGUEL,1.0,INVESTIMENTO,57120.0,11.58,1,N,3
25,333200.0,ALUGUEL,9.0,EDUCAÇÃO,57120.0,13.55,1,S,3
22,262190.32,ALUGUEL,6.0,MÉDICO,57120.0,,0,S,3
23,404600.0,HIPOTECA,0.0,EDUCAÇÃO,114240.0,7.49,1,N,4
24,338678.76,ALUGUEL,6.0,INVESTIMENTO,57120.0,6.62,1,N,4
24,404600.0,HIPOTECA,8.0,INVESTIMENTO,47600.0,12.99,1,S,4
26,404600.0,HIPOTECA,10.0,PAGAMENTO DE DIVIDAS,22134.0,13.49,1,S,3
24,404600.0,HIPOTECA,2.0,PESSOAL,35700.0,13.99,1,S,2
21,177072.0,PRÓPRIO,5.0,INVESTIMENTO,33320.0,8.49,1,N,4
24,342720.0,ALUGUEL,8.0,REFORMA,57120.0,13.99,1,S,4
22,342720.0,ALUGUEL,6.0,MÉDICO,57120.0,12.99,1,S,3
24,404600.0,HIPOTECA,7.0,INVESTIMENTO,57120.0,5.99,1,N,2
26,404600.0,HIPOTECA,0.0,MÉDICO,55216.0,5.42,1,N,4
23,404600.0,HIPOTECA,6.0,EDUCAÇÃO,47600.0,10.99,1,N,2
22,404600.0,HIPOTECA,3.0,PESSOAL,47600.0,5.99,1,N,2
23,404600.0,HIPOTECA,1.0,INVESTIMENTO,101864.0,13.49,1,S,4
22,342720.0,ALUGUEL,6.0,MÉDICO,57120.0,10.99,1,N,4
25,148512.0,PRÓPRIO,,REFORMA,19040.0,17.19,0,S,4
25,314160.0,ALUGUEL,9.0,PESSOAL,57120.0,16.89,0,N,2
25,404600.0,HIPOTECA,0.0,EDUCAÇÃO,13328.0,7.49,1,N,3
24,404600.0,PRÓPRIO,2.0,EDUCAÇÃO,130900.0,11.99,1,N,2
22,404600.0,HIPOTECA,6.0,INVESTIMENTO,47600.0,13.99,1,S,4
23,342720.0,ALUGUEL,7.0,INVESTIMENTO,57120.0,9.99,1,N,3
26,404600.0,HIPOTECA,10.0,REFORMA,52360.0,11.99,1,N,4
22,404600.0,PRÓPRIO,,EDUCAÇÃO,20468.0,,1,N,4
24,342720.0,ALUGUEL,8.0,MÉDICO,57120.0,7.88,1,N,4
25,404600.0,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,114240.0,10.99,1,N,4
26,404600.0,HIPOTECA,10.0,EDUCAÇÃO,22134.0,8.49,1,N,2
22,404600.0,HIPOTECA,0.0,EDUCAÇÃO,57120.0,11.99,1,N,3
21,343196.0,ALUGUEL,6.0,PESSOAL,57120.0,5.79,1,N,2
25,404600.0,HIPOTECA,10.0,INVESTIMENTO,76160.0,10.99,1,N,2
23,344262.24,ALUGUEL,7.0,INVESTIMENTO,57120.0,10.99,1,N,3
25,404600.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,7140.0,13.06,1,N,2
24,404600.0,HIPOTECA,0.0,PESSOAL,47600.0,10.0,1,N,4
23,404600.0,HIPOTECA,3.0,EDUCAÇÃO,34272.0,6.92,1,N,4
25,347480.0,ALUGUEL,1.0,EDUCAÇÃO,57120.0,7.49,1,N,3
24,404600.0,PRÓPRIO,4.0,REFORMA,29750.0,14.91,1,N,2
25,273338.24,ALUGUEL,2.0,MÉDICO,57120.0,15.31,0,N,4
26,404600.0,HIPOTECA,0.0,INVESTIMENTO,95200.0,10.37,1,N,2
25,352240.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,7.88,1,N,3
23,404600.0,HIPOTECA,7.0,EDUCAÇÃO,19040.0,5.79,1,N,3
24,404600.0,HIPOTECA,8.0,PESSOAL,49504.0,5.79,1,N,4
24,190400.0,ALUGUEL,7.0,PESSOAL,14280.0,,1,S,4
22,404600.0,HIPOTECA,6.0,EDUCAÇÃO,47600.0,,1,N,2
25,404600.0,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,34986.0,5.79,1,N,4
24,404600.0,HIPOTECA,2.0,PESSOAL,45696.0,10.37,1,N,4
23,404600.0,HIPOTECA,,EDUCAÇÃO,114240.0,10.74,1,N,2
26,195160.0,ALUGUEL,8.0,PAGAMENTO DE DIVIDAS,14280.0,12.42,1,N,3
25,195160.0,ALUGUEL,3.0,INVESTIMENTO,14280.0,,1,N,3
26,404600.0,HIPOTECA,10.0,INVESTIMENTO,10472.0,13.43,1,N,3
23,404600.0,HIPOTECA,3.0,EDUCAÇÃO,71400.0,10.0,1,N,2
26,347480.0,HIPOTECA,3.0,REFORMA,68544.0,13.8,0,S,3
23,404600.0,HIPOTECA,2.0,EDUCAÇÃO,23800.0,5.42,1,N,2
23,195160.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,14280.0,11.03,1,S,4
24,404600.0,HIPOTECA,8.0,EDUCAÇÃO,95200.0,11.11,1,N,4
22,404600.0,HIPOTECA,4.0,INVESTIMENTO,33320.0,6.91,1,N,3
26,347480.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,47600.0,14.09,0,N,3
26,404600.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,38080.0,,1,N,3
22,404600.0,HIPOTECA,0.0,INVESTIMENTO,60928.0,6.54,1,N,3
26,195179.04,ALUGUEL,2.0,MÉDICO,14280.0,11.14,1,N,2
22,199920.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,14280.0,12.69,1,N,2
24,347480.0,HIPOTECA,9.0,EDUCAÇÃO,119000.0,16.32,0,N,2
23,404600.0,HIPOTECA,7.0,INVESTIMENTO,119000.0,10.36,1,N,4
23,199920.0,ALUGUEL,2.0,MÉDICO,14280.0,6.62,1,N,3
25,404600.0,HIPOTECA,6.0,REFORMA,19040.0,6.54,1,N,3
24,404600.0,HIPOTECA,4.0,EDUCAÇÃO,4760.0,9.99,1,N,4
25,404600.0,HIPOTECA,0.0,EDUCAÇÃO,66640.0,5.79,1,N,2
24,404600.0,HIPOTECA,8.0,MÉDICO,119000.0,10.36,1,N,3
22,171360.0,ALUGUEL,6.0,MÉDICO,14280.0,11.49,0,N,4
23,404600.0,HIPOTECA,1.0,INVESTIMENTO,47600.0,10.36,1,N,4
21,176120.0,PRÓPRIO,0.0,INVESTIMENTO,44030.0,12.23,1,N,4
23,404600.0,HIPOTECA,0.0,EDUCAÇÃO,33320.0,9.25,1,N,4
26,404600.0,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,19040.0,9.25,1,N,2
22,404600.0,HIPOTECA,4.0,INVESTIMENTO,57120.0,6.91,1,N,3
22,404600.0,HIPOTECA,6.0,EDUCAÇÃO,23800.0,12.61,1,N,2
22,199920.0,ALUGUEL,6.0,PESSOAL,14280.0,11.49,1,N,2
22,171360.0,ALUGUEL,1.0,REFORMA,14280.0,10.37,0,N,3
24,404600.0,PRÓPRIO,8.0,INVESTIMENTO,104720.0,6.54,1,N,4
23,176120.0,PRÓPRIO,6.0,MÉDICO,5355.0,5.79,1,N,3
25,404600.0,HIPOTECA,4.0,REFORMA,23800.0,6.17,1,N,2
23,404600.0,PRÓPRIO,4.0,EDUCAÇÃO,45696.0,13.61,1,N,3
21,176120.0,PRÓPRIO,3.0,EDUCAÇÃO,34272.0,13.61,1,N,4
23,171360.0,ALUGUEL,0.0,PESSOAL,14280.0,,0,N,4
25,295358.0,HIPOTECA,4.0,MÉDICO,25704.0,15.21,0,S,3
24,404600.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,57120.0,7.88,1,N,3
22,404600.0,HIPOTECA,2.0,INVESTIMENTO,28560.0,7.88,1,N,2
23,404600.0,HIPOTECA,6.0,PESSOAL,119000.0,10.75,1,N,4
24,404600.0,HIPOTECA,2.0,PESSOAL,38080.0,,1,N,4
25,176120.0,PRÓPRIO,6.0,MÉDICO,42840.0,10.25,1,N,3
24,404600.0,HIPOTECA,4.0,MÉDICO,11900.0,10.38,1,N,4
23,404600.0,HIPOTECA,8.0,PAGAMENTO DE DIVIDAS,23800.0,14.35,1,S,2
25,404600.0,HIPOTECA,7.0,PESSOAL,9520.0,,1,N,2
23,199920.0,ALUGUEL,5.0,EDUCAÇÃO,14280.0,17.93,1,S,2
24,199920.0,ALUGUEL,0.0,MÉDICO,14280.0,12.73,1,N,4
24,404600.0,HIPOTECA,4.0,MÉDICO,36890.0,11.12,1,N,4
25,404600.0,HIPOTECA,9.0,INVESTIMENTO,19040.0,7.88,1,N,2
24,404600.0,HIPOTECA,3.0,REFORMA,57120.0,7.51,1,N,4
26,199920.0,ALUGUEL,10.0,MÉDICO,14280.0,11.83,1,N,2
25,404600.0,HIPOTECA,5.0,REFORMA,45696.0,13.85,1,S,4
23,404600.0,HIPOTECA,3.0,EDUCAÇÃO,19040.0,6.76,1,N,4
26,404600.0,HIPOTECA,1.0,REFORMA,71400.0,12.73,1,S,4
23,404600.0,HIPOTECA,3.0,EDUCAÇÃO,95200.0,,1,S,4
25,404600.0,HIPOTECA,5.0,INVESTIMENTO,85680.0,9.88,1,N,3
24,404600.0,HIPOTECA,2.0,REFORMA,35700.0,,1,N,2
23,404600.0,HIPOTECA,5.0,EDUCAÇÃO,38080.0,7.14,1,N,2
26,404600.0,HIPOTECA,8.0,MÉDICO,71400.0,7.88,1,N,4
26,404600.0,HIPOTECA,,EDUCAÇÃO,28560.0,9.88,1,N,3
21,404600.0,HIPOTECA,5.0,EDUCAÇÃO,119000.0,10.99,1,N,2
23,171360.0,ALUGUEL,0.0,EDUCAÇÃO,14280.0,12.29,0,N,2
22,200986.24,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,14280.0,13.48,1,S,2
23,404600.0,PRÓPRIO,3.0,MÉDICO,71400.0,15.33,1,S,2
25,201176.64,ALUGUEL,3.0,PAGAMENTO DE DIVIDAS,14280.0,10.71,1,N,2
24,174730.08,ALUGUEL,2.0,REFORMA,14280.0,15.33,0,S,3
24,404600.0,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,71400.0,9.88,1,N,3
22,404600.0,HIPOTECA,0.0,INVESTIMENTO,57120.0,,1,N,3
23,352240.0,ALUGUEL,6.0,MÉDICO,57120.0,12.53,1,N,4
25,326060.0,ALUGUEL,4.0,EDUCAÇÃO,57120.0,13.16,0,S,2
25,404600.0,HIPOTECA,9.0,INVESTIMENTO,34272.0,13.57,1,N,3
22,404600.0,HIPOTECA,7.0,EDUCAÇÃO,55692.0,8.59,1,N,3
23,355600.56,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,57120.0,11.58,1,N,3
22,404600.0,HIPOTECA,1.0,EDUCAÇÃO,85680.0,12.18,1,N,4
23,357000.0,ALUGUEL,3.0,EDUCAÇÃO,57120.0,14.27,1,S,2
26,404600.0,PRÓPRIO,10.0,EDUCAÇÃO,47600.0,12.18,1,N,2
23,357000.0,ALUGUEL,4.0,MÉDICO,57120.0,6.03,1,N,3
22,357000.0,ALUGUEL,6.0,PESSOAL,57120.0,13.49,1,N,2
24,357000.0,ALUGUEL,0.0,INVESTIMENTO,57120.0,6.62,1,N,2
24,357000.0,ALUGUEL,8.0,PESSOAL,57120.0,,1,N,4
22,357000.0,ALUGUEL,4.0,PESSOAL,57120.0,11.49,1,N,3
24,404600.0,HIPOTECA,1.0,PAGAMENTO DE DIVIDAS,20944.0,7.4,1,N,2
26,404600.0,HIPOTECA,2.0,MÉDICO,38080.0,11.14,1,N,3
22,357000.0,ALUGUEL,6.0,INVESTIMENTO,57120.0,10.74,1,N,3
26,357000.0,ALUGUEL,4.0,INVESTIMENTO,57120.0,10.37,1,N,4
23,328440.0,ALUGUEL,5.0,INVESTIMENTO,57120.0,12.68,0,N,3
25,404600.0,HIPOTECA,4.0,INVESTIMENTO,95200.0,13.92,1,N,3
22,357000.0,ALUGUEL,6.0,INVESTIMENTO,57120.0,,1,N,3
24,404600.0,HIPOTECA,5.0,REFORMA,57120.0,11.14,1,N,3
22,357000.0,ALUGUEL,6.0,EDUCAÇÃO,57120.0,,1,N,2
23,404600.0,HIPOTECA,7.0,EDUCAÇÃO,95200.0,13.22,1,S,4
21,174511.12,PRÓPRIO,4.0,INVESTIMENTO,85680.0,10.25,1,N,4
23,357000.0,ALUGUEL,2.0,PESSOAL,57120.0,12.98,1,S,2
26,357000.0,ALUGUEL,0.0,MÉDICO,57120.0,10.38,1,N,3
24,357000.0,ALUGUEL,7.0,PESSOAL,57120.0,,1,S,3
23,347480.0,OUTRO,1.0,PESSOAL,119000.0,17.9,0,N,2
25,404600.0,HIPOTECA,9.0,PESSOAL,4760.0,9.32,1,N,2
23,357000.0,ALUGUEL,7.0,PESSOAL,57120.0,12.53,1,N,3
22,295358.0,HIPOTECA,1.0,MÉDICO,28560.0,14.74,0,N,2
24,328440.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,57120.0,10.2,0,N,4
21,357000.0,ALUGUEL,5.0,PESSOAL,57120.0,12.09,1,S,2
23,404600.0,HIPOTECA,1.0,PESSOAL,71400.0,12.84,1,N,3
22,361760.0,ALUGUEL,4.0,EDUCAÇÃO,57120.0,7.9,1,N,4
22,404600.0,HIPOTECA,1.0,MÉDICO,119000.0,12.53,1,N,4
26,366520.0,ALUGUEL,2.0,PAGAMENTO DE DIVIDAS,57120.0,11.71,1,N,2
24,347480.0,HIPOTECA,8.0,REFORMA,44387.0,12.53,0,N,2
25,404600.0,PRÓPRIO,1.0,REFORMA,23800.0,13.79,1,S,2
24,366520.0,ALUGUEL,6.0,MÉDICO,57120.0,11.49,1,N,4
26,371280.0,ALUGUEL,4.0,PAGAMENTO DE DIVIDAS,57120.0,7.14,1,N,2
25,371280.0,ALUGUEL,6.0,REFORMA,57120.0,12.53,1,N,2
25,373660.0,ALUGUEL,2.0,MÉDICO,57120.0,10.99,1,N,2
26,404600.0,HIPOTECA,10.0,REFORMA,22848.0,11.59,1,S,2
25,404600.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,35700.0,11.03,1,S,3
23,404600.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,33320.0,8.63,1,N,2
23,349860.0,ALUGUEL,1.0,INVESTIMENTO,57120.0,12.99,0,N,2
24,380800.0,ALUGUEL,5.0,INVESTIMENTO,57120.0,9.91,1,N,2
23,404600.0,HIPOTECA,6.0,EDUCAÇÃO,42840.0,12.36,1,S,2
25,347480.0,HIPOTECA,8.0,PESSOAL,95200.0,13.12,0,S,4
26,404600.0,HIPOTECA,8.0,EDUCAÇÃO,40460.0,,1,N,4
23,404600.0,HIPOTECA,7.0,EDUCAÇÃO,25109.0,7.43,1,N,3
24,380800.0,ALUGUEL,5.0,MÉDICO,57120.0,12.69,1,N,2
26,347518.08,HIPOTECA,4.0,PAGAMENTO DE DIVIDAS,71400.0,15.68,0,S,3
25,405076.0,HIPOTECA,9.0,PESSOAL,21420.0,6.39,1,N,3
26,405552.0,HIPOTECA,10.0,REFORMA,38080.0,6.03,1,N,4
22,380800.0,ALUGUEL,2.0,EDUCAÇÃO,57120.0,11.71,1,N,4
25,348660.48,HIPOTECA,5.0,REFORMA,57120.0,11.11,0,N,4
21,172235.84,PRÓPRIO,2.0,PESSOAL,57120.0,9.99,1,N,4
23,380800.0,ALUGUEL,5.0,MÉDICO,57120.0,12.42,1,N,2
23,380800.0,ALUGUEL,1.0,MÉDICO,57120.0,6.62,1,N,4
25,380800.0,ALUGUEL,6.0,EDUCAÇÃO,57120.0,12.99,1,N,3
24,299404.0,ALUGUEL,8.0,MÉDICO,57120.0,15.62,0,S,2
22,406980.0,HIPOTECA,3.0,INVESTIMENTO,85680.0,,1,N,4
23,380800.0,ALUGUEL,3.0,INVESTIMENTO,57120.0,10.59,1,N,4
24,406980.0,HIPOTECA,8.0,EDUCAÇÃO,98413.0,10.0,1,N,2
24,406980.0,HIPOTECA,3.0,REFORMA,57120.0,11.49,1,N,4
23,407436.96,HIPOTECA,5.0,EDUCAÇÃO,28560.0,10.0,1,N,3
24,380800.0,ALUGUEL,2.0,PESSOAL,57120.0,13.61,1,S,3
21,408408.0,HIPOTECA,5.0,INVESTIMENTO,89964.0,,1,N,2
26,408884.0,HIPOTECA,7.0,EDUCAÇÃO,95200.0,,1,N,4
20,408979.2,HIPOTECA,3.0,PAGAMENTO DE DIVIDAS,57120.0,8.49,1,N,2
23,299404.0,ALUGUEL,2.0,MÉDICO,57120.0,14.96,0,N,4
26,380800.0,ALUGUEL,10.0,INVESTIMENTO,57120.0,11.83,1,N,3
22,409360.0,HIPOTECA,4.0,PESSOAL,114240.0,7.51,1,N,2
23,409360.0,HIPOTECA,2.0,PESSOAL,71400.0,6.03,1,N,2
23,409360.0,HIPOTECA,4.0,INVESTIMENTO,47600.0,,1,N,3
22,380800.0,ALUGUEL,0.0,EDUCAÇÃO,57120.0,13.47,1,N,3
25,352240.0,ALUGUEL,0.0,INVESTIMENTO,57120.0,14.11,0,S,2
23,409360.0,HIPOTECA,5.0,EDUCAÇÃO,99960.0,8.9,1,N,4
24,380819.04,ALUGUEL,1.0,INVESTIMENTO,57120.0,7.29,1,N,3
25,380819.04,ALUGUEL,4.0,REFORMA,57120.0,10.36,1,N,3
21,409360.0,HIPOTECA,3.0,INVESTIMENTO,39984.0,,1,N,4
22,409360.0,HIPOTECA,6.0,EDUCAÇÃO,47600.0,11.49,1,N,2
23,384608.0,ALUGUEL,6.0,PESSOAL,57120.0,8.9,1,N,3
23,385560.0,ALUGUEL,5.0,PESSOAL,57120.0,16.29,1,S,4
25,409360.0,HIPOTECA,10.0,INVESTIMENTO,61880.0,8.49,1,N,4
24,171360.0,PRÓPRIO,4.0,PESSOAL,23800.0,13.49,1,S,4
25,409360.0,HIPOTECA,3.0,EDUCAÇÃO,38080.0,7.29,1,N,2
21,390320.0,ALUGUEL,4.0,INVESTIMENTO,57120.0,15.21,1,N,4
22,390320.0,ALUGUEL,6.0,EDUCAÇÃO,57120.0,13.55,1,N,4
24,409360.0,HIPOTECA,8.0,EDUCAÇÃO,71400.0,5.79,1,N,3
26,409360.0,HIPOTECA,10.0,INVESTIMENTO,23800.0,11.12,1,N,2
24,409360.0,HIPOTECA,8.0,REFORMA,76160.0,11.12,1,N,3
25,392985.6,ALUGUEL,1.0,EDUCAÇÃO,57120.0,10.99,1,N,3
26,409360.0,HIPOTECA,11.0,PAGAMENTO DE DIVIDAS,44030.0,11.12,1,N,4
26,393652.0,ALUGUEL,3.0,REFORMA,57120.0,6.91,1,N,4
23,395080.0,ALUGUEL,0.0,INVESTIMENTO,57120.0,7.51,1,N,3
22,409360.0,HIPOTECA,6.0,EDUCAÇÃO,119000.0,11.83,1,N,4
22,409360.0,HIPOTECA,6.0,PAGAMENTO DE DIVIDAS,47600.0,8.94,1,N,4
26,409360.0,HIPOTECA,4.0,INVESTIMENTO,76160.0,14.26,1,N,4
23,409360.0,HIPOTECA,4.0,MÉDICO,119000.0,,1,N,3
22,171360.0,PRÓPRIO,,INVESTIMENTO,28560.0,8.9,1,N,3
22,395080.0,ALUGUEL,6.0,PAGAMENTO DE DIVIDAS,57120.0,11.71,1,N,4
26,395080.0,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,57120.0,9.99,1,N,3
24,299404.0,HIPOTECA,8.0,MÉDICO,66640.0,17.58,0,N,4
23,409360.0,HIPOTECA,5.0,PESSOAL,76160.0,12.21,1,N,3
24,395099.04,ALUGUEL,4.0,PESSOAL,57120.0,13.23,1,S,3
24,409360.0,HIPOTECA,3.0,INVESTIMENTO,71400.0,13.16,1,N,3
25,299418.28,HIPOTECA,9.0,MÉDICO,14280.0,10.65,0,N,2
24,352259.04,HIPOTECA,8.0,PAGAMENTO DE DIVIDAS,38080.0,15.21,0,N,3
26,399840.0,ALUGUEL,10.0,EDUCAÇÃO,57120.0,,1,N,2
24,399840.0,ALUGUEL,1.0,PESSOAL,57120.0,6.91,1,N,2
25,410521.44,HIPOTECA,,EDUCAÇÃO,38080.0,11.71,1,N,4
23,371280.0,ALUGUEL,1.0,REFORMA,57120.0,14.96,0,N,4
23,410550.0,HIPOTECA,5.0,INVESTIMENTO,95200.0,6.91,1,N,2
24,411149.76,HIPOTECA,2.0,MÉDICO,95200.0,7.29,1,N,3
24,411264.0,HIPOTECA,8.0,PESSOAL,77112.0,,1,N,4
22,376020.96,ALUGUEL,1.0,PAGAMENTO DE DIVIDAS,57120.0,15.95,0,S,3
25,404600.0,ALUGUEL,5.0,PAGAMENTO DE DIVIDAS,57120.0,12.42,1,N,4
23,354144.0,HIPOTECA,3.0,REFORMA,42840.0,7.66,0,N,2
24,411264.0,HIPOTECA,2.0,PAGAMENTO DE DIVIDAS,58072.0,7.29,1,N,3
22,411264.0,HIPOTECA,6.0,PESSOAL,114240.0,13.85,1,N,2
23,411264.0,PRÓPRIO,0.0,EDUCAÇÃO,76160.0,11.86,1,N,3
23,411740.0,HIPOTECA,7.0,INVESTIMENTO,66640.0,7.29,1,N,3
26,412235.04,HIPOTECA,5.0,REFORMA,20468.0,7.66,1,N,2
24,412263.6,HIPOTECA,7.0,EDUCAÇÃO,41650.0,12.72,1,S,2
23,412549.2,HIPOTECA,4.0,PESSOAL,95200.0,12.53,1,N,2
25,404600.0,ALUGUEL,1.0,EDUCAÇÃO,57120.0,,1,N,2
23,412920.48,HIPOTECA,2.0,PESSOAL,47600.0,8.49,1,N,4
23,303302.44,HIPOTECA,0.0,MÉDICO,16660.0,7.9,0,N,3
24,414120.0,HIPOTECA,6.0,PESSOAL,28560.0,10.65,1,N,4
24,414120.0,HIPOTECA,1.0,INVESTIMENTO,19040.0,6.03,1,N,2
24,303450.0,HIPOTECA,8.0,MÉDICO,166600.0,,0,N,3
23,404600.0,ALUGUEL,0.0,PESSOAL,57120.0,10.37,1,N,4
23,414120.0,HIPOTECA,7.0,MÉDICO,80920.0,7.51,1,N,3
23,404600.0,ALUGUEL,3.0,MÉDICO,57120.0,,1,N,2
22,357000.0,HIPOTECA,6.0,PESSOAL,38080.0,15.99,0,N,4
23,414120.0,HIPOTECA,7.0,EDUCAÇÃO,38080.0,5.99,1,N,4
25,347480.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,,0,N,2
22,414120.0,HIPOTECA,7.0,PAGAMENTO DE DIVIDAS,8330.0,7.49,1,N,4
23,357000.0,HIPOTECA,7.0,PESSOAL,38080.0,7.49,0,N,4
24,414120.0,HIPOTECA,7.0,INVESTIMENTO,71400.0,,1,N,2
26,414120.0,HIPOTECA,10.0,PAGAMENTO DE DIVIDAS,47600.0,9.99,1,N,3
22,414120.0,HIPOTECA,6.0,PESSOAL,53312.0,8.49,1,N,4
22,404600.0,ALUGUEL,1.0,EDUCAÇÃO,57120.0,12.84,1,S,4
23,404600.0,ALUGUEL,1.0,MÉDICO,57120.0,9.63,1,N,2
23,404600.0,ALUGUEL,2.0,INVESTIMENTO,57120.0,13.16,1,S,4
22,414120.0,HIPOTECA,0.0,INVESTIMENTO,38080.0,5.79,1,N,3
21,404600.0,ALUGUEL,1.0,INVESTIMENTO,57120.0,11.97,1,N,2
23,414120.0,HIPOTECA,5.0,EDUCAÇÃO,47600.0,7.29,1,N,4
24,409360.0,ALUGUEL,1.0,REFORMA,57120.0,10.65,1,N,3
24,414120.0,HIPOTECA,5.0,MÉDICO,47600.0,10.36,1,N,3
26,409379.04,ALUGUEL,0.0,EDUCAÇÃO,57120.0,12.99,1,N,2
25,414120.0,HIPOTECA,10.0,REFORMA,33320.0,7.51,1,N,4
23,414120.0,HIPOTECA,5.0,PAGAMENTO DE DIVIDAS,71400.0,14.35,1,N,2
24,414120.0,ALUGUEL,0.0,INVESTIMENTO,57120.0,8.88,1,N,3
24,416500.0,ALUGUEL,9.0,PAGAMENTO DE DIVIDAS,57120.0,12.68,1,S,4
23,414120.0,HIPOTECA,0.0,EDUCAÇÃO,57120.0,12.73,1,S,2
26,418880.0,ALUGUEL,10.0,PESSOAL,57120.0,12.42,1,N,2
22,414120.0,HIPOTECA,6.0,EDUCAÇÃO,7140.0,10.99,1,N,4
26,414120.0,HIPOTECA,9.0,PAGAMENTO DE DIVIDAS,119000.0,12.73,1,N,2
26,414120.0,HIPOTECA,0.0,PAGAMENTO DE DIVIDAS,71400.0,10.62,1,N,2
24,414120.0,HIPOTECA,7.0,REFORMA,119000.0,10.99,1,N,2
24,414120.0,HIPOTECA,0.0,REFORMA,57120.0,8.59,1,N,3
22,171360.0,PRÓPRIO,6.0,EDUCAÇÃO,69020.0,10.99,1,N,3
23,414120.0,HIPOTECA,2.0,PESSOAL,119000.0,14.96,1,S,2
